,Index,WaveletSystemType,RefinableMaskInfo,DualRefinableMaskInfo,SymmetryInfo,DilationMatrixInfo,WaveletMaskAmount,SR,DualSR,ValidPRP,SourceInfo,Level,Clusters,TestImg,Entropy_Uniform,PSNR_Uniform,SSIM_Uniform
67,Q0_IN_02_ST_BI_D2_OB,ONB,Best In 2-point Standard,Biorthogonal In 2-point Standard,"D2 With Center (1/2,0)",QuincunxRotation,1,1,1,True,Haar wavelet,5,128,lenna.bmp,3.7832792510557383,41.60117436443156,0.9812590540870965
68,Q0_IN_02_ST_BI_D2_OB,ONB,Best In 2-point Standard,Biorthogonal In 2-point Standard,"D2 With Center (1/2,0)",QuincunxRotation,1,1,1,True,Haar wavelet,5,256,lenna.bmp,4.714833835358525,48.16309674612928,0.996011097617952
69,Q0_IN_02_ST_BI_D2_OB,ONB,Best In 2-point Standard,Biorthogonal In 2-point Standard,"D2 With Center (1/2,0)",QuincunxRotation,1,1,1,True,Haar wavelet,5,512,lenna.bmp,5.618294142728908,54.25714826229325,0.9990187632305834
70,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",1,8,lenna.bmp,0.9533684263753391,18.586631908908416,0.5473015322244671
71,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",1,16,lenna.bmp,1.350296244062701,26.159224445738566,0.8682497891558606
72,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",1,32,lenna.bmp,2.25649745830972,32.78581634978847,0.9629482912336936
73,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",1,64,lenna.bmp,3.2076464270253555,38.22034421397528,0.9887972422535434
74,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",1,128,lenna.bmp,4.196017996271555,44.65912537916122,0.9976291544950243
75,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",1,256,lenna.bmp,5.166986848782878,51.01829067027773,0.9994305340586751
76,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",1,512,lenna.bmp,6.12269489923509,56.63300172287924,0.9998306366910044
77,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",2,8,lenna.bmp,0.4222584573129152,15.899137311863427,0.44055488171180734
78,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",2,16,lenna.bmp,1.1039651512919564,22.36493349583382,0.7515631069878748
79,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",2,32,lenna.bmp,2.041772769653559,29.042805600111812,0.9240705949637374
80,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",2,64,lenna.bmp,2.995269301678017,34.90800927188998,0.9792714970437314
81,Q0_IN_03_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 3-point Standard,Delta Function,No Symmetry,QuincunxRotation,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",2,128,lenna.bmp,3.977091634048596,41.41113419605237,0.9951668125586465
