,Index,WaveletSystemType,RefinableMaskInfo,DualRefinableMaskInfo,SymmetryInfo,DilationMatrixInfo,SR,DualSR,ValidPRP,SourceInfo,Quant,Level,Clusters,TestImg,Entropy_KMeans,PSNR_KMeans,SSIM_KMeans,Entropy_Uniform,PSNR_Uniform,SSIM_Uniform
44,Q0_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxRotation,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",KMeans,6,32,lenna.bmp,3.5041810604828694,36.42342910883894,0.969450782994011,1.9035463732116429,30.439528443482683,0.8250679330672624
45,Q0_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxRotation,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",KMeans,6,64,lenna.bmp,4.44744352287135,42.53609808185807,0.9926691947953683,2.7831640349765614,37.809918525559375,0.9608166663772333
46,Q0_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxRotation,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",KMeans,6,128,lenna.bmp,5.309819861789425,49.30138745045219,0.9983848565666285,3.6984802435416877,41.48419695330589,0.9833098353606726
47,Q0_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Best In 2-point Standard Support,Delta Function,Only Refinable,QuincunxRotation,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",KMeans,6,256,lenna.bmp,6.1298937942540395,56.23504648958992,0.999707970705659,4.591512802906484,48.34296300086112,0.9962093479900116
48,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,1,2,lenna.bmp,1.1267860287094718,21.285206712326815,0.6380965825200048,0.8347805025891253,6.0641618831686115,0.06304676985865061
49,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,1,4,lenna.bmp,1.7212719977110877,26.33616094762072,0.7539174886563224,1.3330101895725992,16.799507763033922,0.2542254836287509
50,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,1,8,lenna.bmp,2.277435882179449,29.783245450900544,0.8267812455347158,2.049668109231427,25.341580192964198,0.5996053696231318
51,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,1,16,lenna.bmp,3.4363747630689847,35.36311424040578,0.9338830331363792,2.8094357370664462,33.62161809021221,0.8912814267618495
52,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,1,32,lenna.bmp,4.279803496626047,41.359847313701025,0.9800671598316723,3.7769314057752554,38.46639489133999,0.9563336849575136
53,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,1,64,lenna.bmp,5.200925694727646,47.78624360809662,0.9953751736981874,4.705159586857066,44.85502066128249,0.9896665822982091
54,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,1,128,lenna.bmp,6.165225221467253,54.32938981803289,0.9989719440636113,5.641654151282979,51.20474559993653,0.997634715001231
55,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,1,256,lenna.bmp,7.0699624523764975,61.14717058903583,0.9997907733676765,6.535776986283378,57.56167144826212,0.9994500886217171
56,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,2,2,lenna.bmp,0.4185586681266329,16.784351790117626,0.4834563907254184,0.6531250309527405,3.839195270327423,0.04852156246140131
57,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,2,4,lenna.bmp,1.1582222701173772,25.632301369655785,0.7313073504190523,0.9442944947510246,14.609215604370213,0.1998694481748866
58,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,2,8,lenna.bmp,1.941407099337026,29.04500437416916,0.8308042920835023,1.3989713658936058,23.630549575306254,0.5068761754608163
59,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,2,16,lenna.bmp,2.9676847832461335,34.72177984310507,0.9323062529513415,1.957342704211185,32.24277418068455,0.8622960015266592
60,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,2,32,lenna.bmp,3.8825422945460346,40.52549449506963,0.978116688451657,2.9198596187418473,36.597470985165614,0.9346051427965026
61,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,2,64,lenna.bmp,4.7847200395380405,46.57587083632013,0.9940973607968131,3.7899478956405277,43.091890983661834,0.9842408668760438
62,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,2,128,lenna.bmp,5.655382603591146,52.763705598282236,0.9985368881801889,4.736377343170508,49.544655747907555,0.996411305219166
63,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,2,256,lenna.bmp,6.596445850400736,58.97987736246867,0.9996623761691484,5.666342180296813,55.80971889938985,0.9991586349456537
64,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,3,2,lenna.bmp,0.26077527900605296,16.556081815194958,0.5300507525105244,0.5400630123083231,2.391698041679771,0.040365597123746697
65,Q0_IN_02_ST_BI_D2_OB,Orthonormal Basis,Best In 2-point Standard Support,Biorthogonal In 2-point Standard Support,"D2 with center (1/2,0)",QuincunxRotation,1,1,True,Haar wavelet,KMeans,3,4,lenna.bmp,0.6584142481802483,22.53782109496562,0.6702184821342424,0.7077168896742807,13.185442820858926,0.17221306361079392
