,Index,WaveletSystemType,RefinableMaskInfo,DualRefinableMaskInfo,SymmetryInfo,DilationMatrixInfo,WaveletMaskAmount,SR,DualSR,ValidPRP,SourceInfo,Level,TestImg,PSNR_gaussian_bayes,SSIM_gaussian_bayes,PSNR_snp_bayes,SSIM_snp_bayes,PSNR_gaussian_visu,SSIM_gaussian_visu,PSNR_snp_visu,SSIM_snp_visu
54,Q1_IN_17_R3S_4C_D4_FR,Dual Wavelet Frame,Custom in Rhomb-3,4-Compatible In Rhomb-3,D4,QuincunxReflection,3,4,4,True,"Created by the algorithm in paper ""Compactly Supported Multivariate Pairs of Dual Wavelet Frames Obtained by Convolution"" by M. Ehler, 2008, IJWMIP 6 (2), 183-208.",5,lenna.bmp,18.66341610147848,0.29568590402674977,11.403464182580315,0.18890997441558358,36.44977740072261,0.9226575160248706,36.44977740072261,0.9226575160248706
55,Q1_IN_17_R3S_2C_D4_FLL2,Frame-like Dual Wavelet System,Custom in Rhomb-3,2-Compatible In Rhomb-1,D4,QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.790669838527613,0.28901876056386083,11.421744180707949,0.1886122805421572,34.97755896490534,0.9210210392220276,34.97755896490534,0.9210210392220276
56,Q1_NI_09_C1_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In 3-point Line,D2,QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.63517247207328,0.29130801618911045,11.495008445641218,0.19344605314087815,32.98180459469568,0.90119598850862,32.98180459469568,0.90119598850862
57,Q1_NI_09_C1_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In Rhomb-1,D4,QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.64436414065098,0.29253442196064955,11.449540827634914,0.19088673887460308,33.12773487222366,0.9040371845609059,33.12773487222366,0.9040371845609059
58,Q1_NI_09_C1_4C_D4_FL,Frame-like Dual Wavelet System,Best In Cube-1,4-Compatible In Cube-1,D4,QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.70455020269077,0.2993151249739515,11.462675586660085,0.19423258130337845,35.3867283648865,0.9231150894591023,35.3867283648865,0.9231150894591023
59,Q1_NI_09_C1_4C_D4_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,4-Compatible In Rhomb-2,D4,QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.593714117715425,0.29724482652399203,11.442985384800304,0.19115279921874398,35.6613808900454,0.9205799569827415,35.6613808900454,0.9205799569827415
60,Q1_NI_04_SS_2C_D1SX_FLL2,Frame-like Dual Wavelet System,Best In Special,2-Compatible In Rhomb-1,"D1 With Center (1/2,0)",QuincunxReflection,2,1,1,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.65707352413695,0.2956446006510042,11.425897395321494,0.18887583837841465,34.51131800668741,0.9076877767127379,34.51131800668741,0.9076877767127379
61,Q1_NI_06_C1_2C_D2SX_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In Rhomb-1,"D2 With Center (1/2,0) ",QuincunxReflection,2,3,1,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.61708742833428,0.2945136536886387,11.359772950879465,0.18520491430580507,34.4594071309075,0.9130368140369179,34.4594071309075,0.9130368140369179
62,Q1_NI_06_C1_2C_D2SX_FLL2_2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In Cube-1,"D2 With Center (1/2,0) ",QuincunxReflection,2,3,3,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.744370324440474,0.2926605161401618,11.504164162390186,0.19519141635368092,34.848899035861706,0.9232338653722392,34.848899035861706,0.9232338653722392
63,Q1_NI_06_C1_3C_D2SX_FL,Frame-like Dual Wavelet System,Best In Cube-1,3-Compatible In Rhomb-2,"D2 With Center (1/2,0) ",QuincunxReflection,2,3,1,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.67613108834114,0.2993061158278427,11.477097422237732,0.19357745053606398,35.757604200709196,0.9302132972901799,35.757604200709196,0.9302132972901799
64,Q1_NI_04_C1_2C_D4SXY_FLL2,Frame-like Dual Wavelet System,Best In Rhomb-1,2-Compatible In Rhomb-1,"D4 With Center (1/2,1/2)",QuincunxReflection,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.741976567676616,0.2926102148585623,11.528167973372831,0.19700380783087845,34.29869155501886,0.9146984382677613,34.29869155501886,0.9146984382677613
65,Q1_NI_04_C1_2C_D4SXY_TF,Tight Wavelet Frame,Best In Rhomb-1,2-Compatible In Rhomb-1,"D4 With Center (1/2,1/2) ",QuincunxReflection,3,2,2,True,"Created by the algorithm in paper ""Symmetric Canonical Quincunx Tight Framelets with High Vanishing Moments and Smoothness"" by B. Han, Q. Jiang, Z. Shen, X. Zhuang, 2015, Mathematics of Computation, 87 (309), 347-379",5,lenna.bmp,18.75589220263833,0.297393392475323,11.44498059498552,0.1899283932819321,37.19879602879393,0.9309308462470699,37.19879602879393,0.9309308462470699
66,Q1_NI_12_R2_2C_D4SXY_FLL2,Frame-like Dual Wavelet System,Best In Rhomb-2,2-Compatible In Rhomb-1,"D4 With Center (1/2,1/2) ",QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.662892999909296,0.294107034276866,11.463666707760822,0.19151045519935728,33.380954482579476,0.9071324935114874,33.380954482579476,0.9071324935114874
67,Q1_NI_12_R2_4C_D4SXY_FLL2,Frame-like Dual Wavelet System,Best In Rhomb-2,4-Compatible In Rhomb-2,"D4 With Center (1/2,1/2) ",QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.568862851209488,0.2956586237698775,11.410464851817355,0.18822842075111196,35.72946638746686,0.9205891453155237,35.72946638746686,0.9205891453155237
68,Q1_NI_16_C2_2C_D4SXY_FLL2,Frame-like Dual Wavelet System,Best In Cube-2,2-Compatible In Rhomb-1,"D4 With Center (1/2,1/2) ",QuincunxReflection,2,6,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.638490963983692,0.29530021750626767,11.483448034304153,0.19370052527544512,32.85229907738709,0.9030650257599707,32.85229907738709,0.9030650257599707
69,Q1_NI_16_C2_4C_D4SXY_FLL2,Frame-like Dual Wavelet System,Best In Cube-2,4-Compatible In Cube-2,"D4 With Center (1/2,1/2) ",QuincunxReflection,2,6,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.569256792456667,0.29638300772203446,11.482597609284344,0.18916428523659232,35.16702054158219,0.9150885225088166,35.16702054158219,0.9150885225088166
70,Q1_NI_08_SS_4C_D4SXY_TF,Tight Wavelet Frame,Custom In Cube-2,4-Compatible In Cube-2,"D4 With Center (1/2,1/2) ",QuincunxReflection,3,4,4,True,"Created by the algorithm in paper ""Symmetric Canonical Quincunx Tight Framelets with High Vanishing Moments and Smoothness"" by B. Han, Q. Jiang, Z. Shen, X. Zhuang, 2015, Mathematics of Computation, 87 (309), 347-379",5,lenna.bmp,18.706966687148203,0.2961413370048064,11.415056090902414,0.19155644784962347,37.21222142153698,0.9306132955461449,37.21222142153698,0.9306132955461449
71,Q1_NI_08_SS_2C_D4SXY_FLL2,Frame-like Dual Wavelet System,Custom In Cube-2,2-Compatible In Cube-1,"D4 With Center (1/2,1/2) ",QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.754369450913607,0.28333033023568205,11.402244822270182,0.19117449468926423,34.819291156698654,0.9176809857913578,34.819291156698654,0.9176809857913578
72,Q1_NI_08_SS_4C_D4SXY_FLL2,Frame-like Dual Wavelet System,Custom In Cube-2,4-Compatible In Cube-2,"D4 With Center (1/2,1/2) ",QuincunxReflection,2,4,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.722553101171208,0.29461737532937604,11.454751465310604,0.1929797754796056,35.61981449024379,0.9218037660832802,35.61981449024379,0.9218037660832802
73,Q1_NI_09_SS_2C_D4_FLL2,Frame-like Dual Wavelet System,Best In Special,2-Compatible In Rhomb-1,D4,QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.68916655209692,0.293518984937274,11.448548130380253,0.1912888591726664,33.334576788917765,0.9062174065136587,33.334576788917765,0.9062174065136587
74,Q1_NI_09_SS_4C_D4_FLL2,Frame-like Dual Wavelet System,Best In Special,4-Compatible In Rhomb-2,D4,QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.592358505665707,0.2963118991557482,11.49140121949332,0.19491767724427597,36.12864553221736,0.9264960876790992,36.12864553221736,0.9264960876790992
75,Q1_NI_13_R2S_4C_D4_FR,Dual Wavelet Frame,Custom in Rhomb-2,4-Compatible In Rhomb-3,D4,QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""Bi-frames with 4-fold axial symmetry for quadrilateral surface multiresolution processing"" by Q. Jiang, 2010, CAM 234 (12), 3303-3325",5,lenna.bmp,18.637937593884324,0.29684879414748677,11.429649242537053,0.18995430400228763,36.51152577020634,0.9240029184618167,36.51152577020634,0.9240029184618167
76,Q1_NI_13_R2S_2C_D4_FLL2,Frame-like Dual Wavelet System,Custom in Rhomb-2,2-Compatible In Cube-1,D4,QuincunxReflection,2,4,4,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.680466862965467,0.2921247767834764,11.416673132772255,0.18818867408623519,32.60507934923702,0.9046838990644105,32.60507934923702,0.9046838990644105
77,Q1_NI_13_R2S_4C_D4_FL,Frame-like Dual Wavelet System,Custom in Rhomb-2,4-Compatible In Cube-1,D4,QuincunxReflection,2,4,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,19.09736399774228,0.3139991701590607,11.463028795812242,0.1906303391575109,37.246948619716825,0.9491358168328942,37.246948619716825,0.9491358168328942
78,SD_IN_02_ST_DF_NS_FL,Frame-like Dual Wavelet System,Haar,Delta Function,No Symmetry,SemiDyadic,1,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.55762397886092,0.2957514071512687,11.431169200525497,0.18888972247280292,30.68096313422304,0.8271558211063527,30.68096313422304,0.8271558211063527
79,SD_IN_02_ST_BI_D2SX_OB,ONB,Haar,Haar,"D2 With Center (1/2,0)",SemiDyadic,1,1,1,True,Haar wavelet,5,lenna.bmp,18.604912940789823,0.2955068443427411,11.439229133835509,0.1924326217678955,34.87815674292755,0.9008577206423061,34.87815674292755,0.9008577206423061
80,SD_IN_03_HL_DF_D2_FL,Frame-like Dual Wavelet System,Best In 3-point Line,Delta Function,D2,SemiDyadic,1,2,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.564067475515227,0.29585577798871204,11.442509559209944,0.19044082799497047,34.28289943971471,0.9044729673870338,34.28289943971471,0.9044729673870338
81,SD_IN_03_HL_1C_NS_FLL2,Frame-like Dual Wavelet System,Best In 3-point Line,1-Compatible In 2-point Standard,No Symmetry,SemiDyadic,2,2,1,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.59466055326212,0.2939569088715338,11.387993906103366,0.18919247767407987,34.15104098852002,0.9078444252089634,34.15104098852002,0.9078444252089634
82,SD_IN_03_HL_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In 3-point Line,2-Compatible In 3-point Line,D2,SemiDyadic,2,2,2,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.775003174745134,0.2929213438576285,11.45755935028188,0.19103514878750025,35.96578980822358,0.9291821883302895,35.96578980822358,0.9291821883302895
83,SD_IN_03_HL_2C_D2_FLL2_2,Frame-like Dual Wavelet System,Best In 3-point Line,2-Compatible In Rhomb-1,D2,SemiDyadic,2,2,2,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.36032013005419,0.26604009580568705,11.3713312507471,0.1878023979114342,32.585698914525885,0.9015362561138704,32.585698914525885,0.9015362561138704
84,SD_IN_03_HL_BI_D2_FR,Frame-like Dual Wavelet System,Best In 3-point Line,Biorthogonal In Rhomb-2,D2,SemiDyadic,1,2,2,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.58741777614889,0.29706048420843706,11.437268242628424,0.18988146554131555,36.28966998748653,0.9246133348094745,36.28966998748653,0.9246133348094745
85,SD_IN_03_C1_DF_D1_FL,Frame-like Dual Wavelet System,Best In Cube-1,Delta Function,D1,SemiDyadic,1,2,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.58497495448877,0.29557760226319335,11.379055977467534,0.18799872050288596,33.06908221709908,0.8818399248927236,33.06908221709908,0.8818399248927236
86,SD_IN_03_C1_2C_D1_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In Rhomb-1,D1,SemiDyadic,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.626876256638578,0.289476563428784,11.46574108003408,0.19191484896302857,35.220686757270414,0.9257076434473951,35.220686757270414,0.9257076434473951
87,SD_IN_03_C1_2C_D1_FLL2_2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In Rhomb-1,D1,SemiDyadic,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.59076310671701,0.27927330906430675,11.424095996474598,0.18763886510232933,32.11738742958184,0.8970098703758007,32.11738742958184,0.8970098703758007
88,SD_IN_03_C1_BI_D1_FS,Dual Wavelet Frame In Sobolev Spaces,Best In Cube-1,Biorthogonal In Rhomb-2,D1,SemiDyadic,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.542318456088122,0.29510880301521064,11.485692244428796,0.19558368308784033,33.33359147086603,0.8806647697547865,33.33359147086603,0.8806647697547865
89,SD_IN_03_C1_BI_D1_FR,Dual Wavelet Frame,Best In Cube-1,Biorthogonal In Cube-2,D1,SemiDyadic,2,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.59046305777842,0.29639007142148577,11.37449147592653,0.18564404338985835,35.974169885186626,0.9279319822581306,35.974169885186626,0.9279319822581306
90,SD_IN_13_R3_DF_D2_FL,Frame-like Dual Wavelet System,Best In Rhomb-3,Delta Function,D2,SemiDyadic,1,4,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.58356791114178,0.295404635446974,11.482981812127468,0.19308089564847528,33.903712205028434,0.8990149946802735,33.903712205028434,0.8990149946802735
91,SD_IN_13_R3_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In Rhomb-3,2-Compatible In Rhomb-3,D2,SemiDyadic,2,4,2,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.769024674069477,0.291694706587083,11.477848825626701,0.19375291606537942,36.00092661168625,0.9288237055358515,36.00092661168625,0.9288237055358515
92,SD_NI_05_R2_2C_D2_FLL2,Frame-like Dual Wavelet System,Best In Rhomb-2,2-Compatible In Rhomb-1,D2,SemiDyadic,2,4,2,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.683458303312825,0.29427516929306863,11.419362549091257,0.1920912987474015,35.17233572749495,0.9207061336282016,35.17233572749495,0.9207061336282016
93,SD_NI_05_R2_BI_D2_FS,Dual Wavelet Frame In Sobolev Spaces,Best In Rhomb-2,Biorthogonal In Rhomb-3,D2,SemiDyadic,2,4,2,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.89246619233542,0.30676112591047766,11.462756450853684,0.19084891227983894,37.730335016149496,0.9520156425893594,37.730335016149496,0.9520156425893594
94,SD_NI_04_C1_2C_D1SX_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In Rhomb-1,"D1 With Center (1/2,0)",SemiDyadic,2,1,1,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.6316456362421,0.29504402380862493,11.424955956903503,0.19137128484211738,34.80740718023678,0.9124683551397094,34.80740718023678,0.9124683551397094
95,SD_NI_04_C1_2C_D2SXY_FLL2,Frame-like Dual Wavelet System,Best In Cube-1,2-Compatible In Cube-1,"D2 With Center (1/2,1/2)",SemiDyadic,2,1,1,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.67434700970807,0.2946621416702171,11.426170853532703,0.1872952376403714,35.74324930940568,0.9251604559084385,35.74324930940568,0.9251604559084385
96,SD_NI_04_C1_2C_D2SXY_TF,Tight Wavelet Frame,Best In Cube-1,2-Compatible In Cube-1,"D2 With Center (1/2,1/2)",SemiDyadic,3,1,1,True,"Created by the algorithm in paper ""Symmetric Canonical Quincunx Tight Framelets with High Vanishing Moments and Smoothness"" by B. Han, Q. Jiang, Z. Shen, X. Zhuang, 2015, Mathematics of Computation, 87 (309), 347-379",5,lenna.bmp,18.74251580318048,0.29823754424248056,11.486555581766993,0.19320424722679344,37.22592225248869,0.9324987444634902,37.22592225248869,0.9324987444634902
97,SD_NI_08_R2_2C_D2SXY_FLL2,Frame-like Dual Wavelet System,Best In Rhomb-2,2-Compatible In Cube-1,"D2 With Center (1/2,1/2)",SemiDyadic,2,3,1,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.6595500555897,0.29373172521909746,11.491532503058428,0.19436252786069666,35.1242677983127,0.9238231223811046,35.1242677983127,0.9238231223811046
98,SD_NI_12_R2_2C_D2SXY_FLL2,Frame-like Dual Wavelet System,Best In Rhomb-2,2-Compatible In Cube-1,"D2 With Center (1/2,1/2)",SemiDyadic,2,3,1,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.61634807222775,0.2941042799825203,11.382379264725973,0.1898489846424573,35.16070275759719,0.9257880124967142,35.16070275759719,0.9257880124967142
99,SD_NI_08_SS_2C_D2SXY_FLL2,Frame-like Dual Wavelet System,Custom In Cube-2,2-Compatible In Cube-1,"D2 With Center (1/2,1/2) ",SemiDyadic,2,1,1,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.73897412165219,0.29505241163561874,11.45662421667372,0.19196071438557602,35.69528950388478,0.9220167629979465,35.69528950388478,0.9220167629979465
100,SD_NI_08_SS_4C_D2SXY_FLL2,Frame-like Dual Wavelet System,Custom In Cube-2,4-Compatible In Cube-2,"D2 With Center (1/2,1/2) ",SemiDyadic,2,1,1,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.6245931788496,0.29700340021522365,11.405949606718213,0.1886720598582492,35.590037886142184,0.9226916439683189,35.590037886142184,0.9226916439683189
101,H0_IN_03_HR_DF_NS_FL,Frame-like Dual Wavelet System,Haar,Delta Function,Only Refinable,HexagonalRotation,2,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.56224826940335,0.2951595257398528,11.426914019922512,0.18998768422967077,29.104515122361715,0.7960544203582426,29.104515122361715,0.7960544203582426
102,H0_IN_03_HR_BI_HA_FR,Dual Wavelet Frame,Haar,Biorthogonal In The Same Support,HexAbel,HexagonalRotation,2,1,1,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",5,lenna.bmp,18.57957598179262,0.2953128518578029,11.468983780861265,0.19377474607250209,32.201057557581436,0.8523415374903197,32.201057557581436,0.8523415374903197
103,H0_IN_03_HR_BI_HA_OB,ONB,Haar,Biorthogonal In The Same Support,HexAbel,HexagonalRotation,2,1,1,True,Thesis,5,lenna.bmp,18.639647606115616,0.2965804251909901,11.395935559801458,0.1893024588736211,31.98348962033223,0.846373756979102,31.98348962033223,0.846373756979102
104,H0_IN_03_HL_DF_NS_FL,Frame-like Dual Wavelet System,Haar,Delta Function,Only Refinable,HexagonalRotation,2,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.572109491241278,0.295301494327269,11.36996631498937,0.18868044892183525,29.72109951621407,0.7780628416252902,29.72109951621407,0.7780628416252902
105,H0_IN_03_HL_BI_HA_FR,Dual Wavelet Frame,Haar,Biorthogonal In The Same Support,HexAbel,HexagonalRotation,2,1,1,True,"Created by the algorithm in paper ""Symmetric multivariate wavelets"" by Karakazyan S., Skopina M., Tchobanou M. in Int. J. Wavelets Multiresolut. Inf. Process. 2009 7 (3) P. 313-340.",5,lenna.bmp,18.553989122097892,0.29441606894112043,11.418034521036313,0.18973294767318824,31.519259472700256,0.8288878225630505,31.519259472700256,0.8288878225630505
106,H0_IN_03_HL_BI_HA_OB,ONB,Haar,Biorthogonal In The Same Support,HexAbel,HexagonalRotation,2,1,1,True,Thesis,5,lenna.bmp,18.588093808202522,0.29569677189611093,11.455219339415335,0.19204609671850234,31.87545322786192,0.8337544017549234,31.87545322786192,0.8337544017549234
107,H1_IN_07_C1_DF_HA_FL,Frame-like Dual Wavelet System,Best In Cube-1,Delta Function,HexAbel,HexagonalRotation,2,2,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.561849655050608,0.29531562570885844,11.577567625060095,0.19674446164558224,32.56303799098159,0.8886515126193576,32.56303799098159,0.8886515126193576
108,H1_IN_07_C1_2C_HA_FR,Dual Wavelet Frame,Best In Cube-1,2-Compatible In Cube-1,HexAbel,HexagonalRotation,3,2,2,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.628445728019965,0.28734655610876875,11.5125018471795,0.19598302132082118,32.26017387639075,0.896353357985711,32.26017387639075,0.896353357985711
109,D0_IN_04_HR_DF_NS_FL,Frame-like Dual Wavelet System,Haar,Delta Function,Only Refinable,DyadicStandard,3,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.55684710934288,0.29461090476423313,11.464932231581614,0.19441870766082095,28.130167615125636,0.7979472028301431,28.130167615125636,0.7979472028301431
110,D0_IN_04_HR_BI_D2_FR,Dual Wavelet Frame,Haar,Biorthogonal In The Same Support,"D2 With Center (1/2,1/2)",DyadicStandard,3,1,1,True,"Created by the algorithm in paper ""On construction of multivariate symmetric MRA-based wavelets"" by A. Krivoshein, 2014, ACHA 36 (2), 215-238",5,lenna.bmp,18.553728218917698,0.2919140512526493,11.400852280602313,0.18958371650813088,30.71544560502855,0.8389390035459492,30.71544560502855,0.8389390035459492
111,D0_IN_04_HR_BI_D2_OB,ONB,Haar,Biorthogonal In The Same Support,"D2 With Center (1/2,1/2)",DyadicStandard,3,1,1,True,Thesis,5,lenna.bmp,18.618554534968705,0.2926312864928152,11.441817468286267,0.18936794627420223,32.407561742445395,0.8725491830434572,32.407561742445395,0.8725491830434572
112,D0_IN_07_C1_DF_D1_FL,Frame-like Dual Wavelet System,Best In Cube-1,Delta Function,D1,DyadicStandard,3,2,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.572373278871808,0.29553319686836976,11.401577980210863,0.18722854375643536,32.40906661897861,0.8884656897131287,32.40906661897861,0.8884656897131287
113,D1_IN_04_HR_DF_NS_FL,Frame-like Dual Wavelet System,Haar,Delta Function,No Symmetry,DyadicNonStandard,3,1,0,True,"Created by the algorithm in paper ""Approximation by frame-like wavelet systems"" by A. Krivoshein, M. Skopina, 2011, ACHA 31 (3), 410-428",5,lenna.bmp,18.536971001977747,0.29447528747120966,11.456468927567476,0.1898832051575151,28.5473933515226,0.7655299967512149,28.5473933515226,0.7655299967512149
